Year,site,r95ptot,rx1day
2002,Wellington,24.38146304,60.1
2003,Wellington,14.48326726,69.7
2004,Wellington,24.7498509,87
2005,Wellington,30.46940486,76.4
2006,Wellington,32.50320924,70.8
2007,Wellington,16.29671789,57.6
2008,Wellington,30.0450615,94.4
2009,Wellington,25.04395078,54.8
2010,Wellington,18.40324763,68.6
2011,Wellington,17.7014531,69
2012,Wellington,21.60350606,60.8
2013,Wellington,32.88045432,62
2014,Wellington,13.40075853,62.2
2015,Wellington,18.31786215,47.4
2016,Wellington,22.82738095,54.6
1960,Whanganui,19.76759717,52.1
1961,Whanganui,41.94915254,65.5
1962,Whanganui,12.57825839,46.5
1963,Whanganui,13.34571915,31.5
1964,Whanganui,18.64984657,43.4
1965,Whanganui,12.02222978,35.8
1966,Whanganui,18.24925816,60.5
1967,Whanganui,19.40505016,89.4
1968,Whanganui,21.30256162,38.1
1969,Whanganui,19.76519542,42.9
1970,Whanganui,11.76470588,53.6
1971,Whanganui,28.26633166,76.5
1972,Whanganui,27.92859251,40.1
1973,Whanganui,12.26281951,78.2
1974,Whanganui,28.39959483,40.1
1975,Whanganui,20.23766655,37.6
1976,Whanganui,27.42522411,74.1
1977,Whanganui,18.30511831,36.6
1978,Whanganui,16.18668038,26.9
1979,Whanganui,11.53978248,55.1
1980,Whanganui,10.85091584,38.6
1981,Whanganui,17.57471406,35.8
1982,Whanganui,10.58134672,50.6
1983,Whanganui,3.579916815,24.1
1984,Whanganui,22.36468993,41.1
1985,Whanganui,16.20273109,35.4
1986,Whanganui,24.40255459,42.8
1987,Whanganui,22.84963887,45.2
1988,Whanganui,20.01282188,54
1989,Whanganui,42.08023774,53.2
1990,Whanganui,24.51974962,74.1
1991,Whanganui,27.52683816,45.6
1992,Whanganui,29.9297469,57.8
1993,Whanganui,17.44096311,31.4
1994,Whanganui,22.98951905,61.6
1995,Whanganui,21.84596683,44.2
1996,Whanganui,2.551075559,23.6
1997,Whanganui,17.64051196,46.6
1998,Whanganui,20.0867679,47.8
1999,Whanganui,15.83202921,78
2000,Whanganui,34.95260664,84
2001,Whanganui,25.65627564,53.8
2002,Whanganui,27.12378641,51.4
2003,Whanganui,24.68545546,48.8
2004,Whanganui,27.42600897,64.4
2005,Whanganui,17.55933627,32
2006,Whanganui,20.22233986,45.2
2007,Whanganui,3.609831029,28.2
2008,Whanganui,20.33551555,44.2
2009,Whanganui,24.75288303,75.4
2010,Whanganui,19.95206027,39.2
2011,Whanganui,35.66421896,125.4
2012,Whanganui,13.25301205,44.2
2013,Whanganui,30.11385442,58.6
2014,Whanganui,18.93192206,40.2
2015,Whanganui,45.85384324,78.2
2016,Whanganui,12.18007313,29.2
1960,Whangaparaoa,0,0
1961,Whangaparaoa,0,0
1962,Whangaparaoa,0,0
1963,Whangaparaoa,0,0
1964,Whangaparaoa,0,0
1965,Whangaparaoa,0,0
1966,Whangaparaoa,0,0
1967,Whangaparaoa,0,0
1968,Whangaparaoa,0,0
1969,Whangaparaoa,0,0
1970,Whangaparaoa,0,0
1971,Whangaparaoa,0,0
1972,Whangaparaoa,0,0
1973,Whangaparaoa,0,0
1974,Whangaparaoa,0,0
1975,Whangaparaoa,0,0
1976,Whangaparaoa,0,0
1977,Whangaparaoa,0,0
1978,Whangaparaoa,0,0
1979,Whangaparaoa,0,0
1980,Whangaparaoa,0,0
1981,Whangaparaoa,0,0
1982,Whangaparaoa,0,0
1983,Whangaparaoa,0,0
1984,Whangaparaoa,0,0
1985,Whangaparaoa,0,0
1986,Whangaparaoa,0,0
1987,Whangaparaoa,23.73941105,113.4
1988,Whangaparaoa,53.41454057,114.4
1989,Whangaparaoa,40.31611088,101.4
1990,Whangaparaoa,10.55490881,48
1991,Whangaparaoa,41.27377998,153
1992,Whangaparaoa,13.5187647,38
1993,Whangaparaoa,14.17516276,53.6
1994,Whangaparaoa,14.68822171,76.4
1995,Whangaparaoa,22.35343035,117.4
1996,Whangaparaoa,24.69146457,44.9
1997,Whangaparaoa,31.28359493,68.2
1998,Whangaparaoa,35.46570107,55.8
1999,Whangaparaoa,25.09178643,51.8
2000,Whangaparaoa,31.7377313,90
2001,Whangaparaoa,32.22010728,66.4
2002,Whangaparaoa,14.6263911,33.4
2003,Whangaparaoa,9.054501132,39.2
2004,Whangaparaoa,17.80565643,53.8
2005,Whangaparaoa,21.45313367,57
2006,Whangaparaoa,33.62989324,74.4
2007,Whangaparaoa,23.70572207,145
2008,Whangaparaoa,25.32180949,54
2009,Whangaparaoa,27.90178571,70.2
2010,Whangaparaoa,31.46451938,80.6
2011,Whangaparaoa,33.01031572,149.6
2012,Whangaparaoa,25.99760575,50
2013,Whangaparaoa,23.6328125,52.2
2014,Whangaparaoa,22.33092301,56.2
2015,Whangaparaoa,17.55617978,58.8
2016,Whangaparaoa,36.64921466,104.4
1960,Whangarei,40.82157234,98.7
1961,Whangarei,33.98740135,88.1
1962,Whangarei,30.85457271,103.7
1963,Whangarei,29.40602909,82.4
1964,Whangarei,20.52074858,69.4
1965,Whangarei,21.58655023,65.4
1966,Whangarei,26.26355344,127.3
1967,Whangarei,33.26825741,86.1
1968,Whangarei,31.92222222,94
1969,Whangarei,37.43258586,131.9
1970,Whangarei,33.08684578,113.9
1971,Whangarei,31.26646296,95.6
1972,Whangarei,32.15714805,73.8
1973,Whangarei,26.3202858,148.9
1974,Whangarei,45.15747255,127.2
1975,Whangarei,48.11768794,288
1976,Whangarei,38.61527889,106.9
1977,Whangarei,40.87754645,119.1
1978,Whangarei,38.54575657,107.2
1979,Whangarei,38.87514787,86.5
1980,Whangarei,34.74811583,131.5
1981,Whangarei,27.95722392,65.3
1982,Whangarei,32.76528461,86.2
1983,Whangarei,34.52540107,101.3
1984,Whangarei,27.78239778,92.1
1985,Whangarei,43.76291117,91.8
1986,Whangarei,25.7890549,77.3
1987,Whangarei,11.07959917,42.4
1988,Whangarei,32.24146586,109.6
1989,Whangarei,53.03699343,115.4
1990,Whangarei,16.42869891,50
1991,Whangarei,18.16056819,89.4
1992,Whangarei,18.89166734,58
1993,Whangarei,14.97348887,79
1994,Whangarei,9.500609013,78
1995,Whangarei,30.72355703,225
1996,Whangarei,35.70418552,118
1997,Whangarei,34.36696199,106.4
1998,Whangarei,32.69340159,83.4
1999,Whangarei,24.39609662,73.6
2000,Whangarei,51.95545539,148.6
2001,Whangarei,37.69288203,83
2002,Whangarei,31.4598473,75.6
2003,Whangarei,30.37316344,78.4
2004,Whangarei,18.06688418,56
2005,Whangarei,14.34678344,74.2
2006,Whangarei,47.14901773,76.8
2007,Whangarei,48.68677601,197.8
2008,Whangarei,29.65383846,97.2
2009,Whangarei,28.33269305,96.6
2010,Whangarei,22.19724067,83.2
2011,Whangarei,29.56454121,211.4
2012,Whangarei,39.05942399,133
2013,Whangarei,24.11235288,61.8
2014,Whangarei,54.01682311,93
2015,Whangarei,19.41941942,59
2016,Whangarei,17.41378771,56.2
